"author","author_date","committer","committer_date","sha","additions","deletions","total"
"staltz","2014-11-21 09:16:24","staltz","2014-11-21 09:16:24","6d4408302b7e1da5526f7a10bcce59656b63b098","2","2","4"
"staltz","2014-11-21 09:11:31","staltz","2014-11-21 09:11:31","96be317e9d66c3f12fb7e30cdcd9e37edeeb0d7a","2","1","3"
"staltz","2014-11-21 08:35:29","staltz","2014-11-21 08:35:29","ec3a1f87ce62e3ed403ebee5992715c1cda679b8","12","13","25"
"recuutus","2014-11-18 19:45:57","recuutus","2014-11-18 19:45:57","2862c49728f11fc0b4e84ab954b060e9a98f3c04","12","13","25"
"staltz","2014-11-07 13:43:03","staltz","2014-11-07 13:43:03","b41c602974780319966d3c42b7739e179243f707","1","1","2"
"staltz","2014-11-05 19:18:43","staltz","2014-11-05 19:18:43","d02cc542b6c809ff4b18e94693b019ca5a1b261b","1","1","2"
"staltz","2014-11-05 18:30:43","staltz","2014-11-05 18:30:43","05b2c81c51caa45ba4cfc71e6f92f21b64a8727b","0","2","2"
"staltz","2014-11-03 15:10:53","staltz","2014-11-03 15:10:53","7dbd9e5e9ade04dc1f2f38dcc6a2d88737e98823","6","0","6"
"","2014-11-03 15:09:28","","2014-11-03 15:09:28","3776bd44bb20b3f983f6b8273bb0871ba0978679","6","0","6"
"staltz","2014-11-03 13:45:19","staltz","2014-11-03 13:45:19","055fafbf218adb64334b3885e9f96f454f450b6b","1","1","2"
"","2014-11-03 13:42:50","","2014-11-03 13:42:50","9f068ecdf4c8934c7cb14a0bce15bb4ff34c184a","1","1","2"
"staltz","2014-11-03 12:13:13","staltz","2014-11-03 12:13:13","67f74f1b31eef1d5884959abb6809c5cad1bce3c","0","1","1"
"","2014-11-03 12:11:46","","2014-11-03 12:11:46","246fedae08a0a0f18e8f5bab3bbb8383e3e6bbf3","0","1","1"
"staltz","2014-11-03 12:09:46","staltz","2014-11-03 12:09:46","e9fd1d075f6dcebd54d41003b0b3edf388a7a6b9","1","5","6"
"","2014-11-03 09:49:28","","2014-11-03 09:49:28","4ec02a2590649b96cf2d6d48f697828d952f2be6","1","5","6"
"staltz","2014-11-03 09:34:58","staltz","2014-11-03 09:34:58","02ea4bc538d5b7bf6c046066953da4fd698a0458","5","93","98"
"staltz","2014-11-03 08:32:11","staltz","2014-11-03 08:32:11","c254f7fa2438fc89621da2134446ca271680b8d9","1","1","2"
"staltz","2014-11-03 08:31:32","staltz","2014-11-03 08:31:32","20dd4ebf07f21da34e823eef12ed50acc3717bb5","1","1","2"
"brenopolanski","2014-11-03 01:01:37","brenopolanski","2014-11-03 01:01:37","3615fd3c5be1d68c80659dd0b62e9797746d2001","1","1","2"
"passy","2014-11-02 22:16:21","passy","2014-11-02 22:16:21","3ab29030f35215da109b7dc3494b0e31593ddde3","1","1","2"
"recuutus","2014-11-01 08:18:05","recuutus","2014-11-01 08:18:05","282bf04db0b6da4841a303e9ff404f5444a90664","5","93","98"
"staltz","2014-10-31 14:50:37","staltz","2014-10-31 14:50:37","d48d7ab197cc0f14a6528c347c9195119efa45f1","0","114","114"
"","2014-10-31 09:20:52","","2014-10-31 09:20:52","ec469d8b690011fe42c01a2c8fdae2f691d3ab85","0","114","114"
"staltz","2014-10-24 12:01:15","staltz","2014-10-24 12:01:15","8d48a234774cae642426dc758409d0f813e72628","3","3","6"
"staltz","2014-09-22 10:43:12","staltz","2014-09-22 10:43:12","2a976e2ff36b74d3389430ada9cabb9e82587fb9","3","8","11"
"staltz","2014-09-22 09:58:34","staltz","2014-09-22 09:58:34","f344df5537478d8bad59b678d29ac38a88de47b9","1","27","28"
"paulirotta","2014-09-22 09:20:51","paulirotta","2014-09-22 09:20:51","4b5096603221caf1752481a13156997883184106","1","27","28"
"staltz","2014-09-01 17:28:17","staltz","2014-09-01 17:28:17","7d0837891e842080d18c5ad5ae0678dadda98539","1","1","2"
"staltz","2014-09-01 17:26:17","staltz","2014-09-01 17:26:17","9379c051ed35a62ceac3484241f5d71daba388f9","1","1","2"
"staltz","2014-08-15 12:27:57","staltz","2014-08-15 12:27:57","80fe40ffc822dad25d7d3ceb79e194551e94be60","17","15","32"
"staltz","2014-08-15 11:06:15","staltz","2014-08-15 11:06:15","99eaaf2aa862d6a129028a4a046f14079755d314","5","45","50"
